id,name,gender,trading_style,instrument_type,ticker_or_contract,profit_example,profit_category
3997,Anthony James,Male,Position Trading,Stock,MA,1751.09%,Daily P&L
3998,Daniel Kelly,Male,Swing Trading,Crypto,TRX,654.55%,Return (%)
3999,Henry Jackson 774,Male,Options Spreads,Stock,META,"$-19,387.71",Weekly P&L
4000,Daniel Ruiz,Male,Carry Trade,Options,AAPL 2025-12-19 C 180,"$149,061.61",Absolute $
4001,Aaliyah Hughes,Female,Statistical Arbitrage,Stock,PYPL,438.97%,Weekly P&L
4002,Zoey Wright,Female,Carry Trade,Stock,UNH,"$168,820.39",Realized Profit
4003,Emma Ramos,Female,Trend Following,Crypto,TRX,1814.62%,Realized Profit
4004,Jackson Ruiz,Male,Trend Following,Futures,CL Nov25,"$98,530.25",Net P&L
4005,Leilani Cooper,Female,Swing Trading,Futures,CL Nov25,"$-14,585.10",Gross P&L
4006,Sebastian Bennett,Male,Pairs Trading,Crypto,BTC,854.03%,Monthly P&L
4007,Nico Parker,Non-binary,Algorithmic Trading,Stock,ABNB,1216.91%,Gross P&L
4008,Delilah Roberts,Female,News Trading,Crypto,ATOM,"$-26,068.45",Monthly P&L
4009,Dakota Moore,Non-binary,Quantitative Trading,Crypto,AVAX,"$197,307.12",Per Trade Profit
4010,Kennedy Green,Female,Momentum Trading,Crypto,BTC,1920.05%,Absolute $
4011,Alan Edwards,Male,Position Trading,Futures,ES Dec25,712.59%,Weekly P&L
4012,Brooklyn Parker,Female,Pairs Trading,Stock,META,"$-18,131.32",Weekly P&L
4013,Charlie Kim,Non-binary,Options Spreads,Futures,ETH-PERP,"$-38,506.80",Absolute $
4014,Samuel Murphy,Male,Pairs Trading,Crypto,TRX,"$-34,273.63",Return (%)
4015,Maya Taylor,Female,Momentum Trading,Stock,NKE,"$18,379.10",Net P&L
4016,Ryan Myers,Male,Day Trading,Stock,MSFT,"$136,281.21",Before Fees
4017,Aurora Kim,Female,Futures Roll,Stock,AMZN,"$40,491.38",Monthly P&L
4018,Wesley Martin,Male,High Frequency Trading,Stock,HD,"$141,885.51",Net P&L
4019,Ruby Wright,Female,Day Trading,Stock,MA,"$190,169.98",Net of Taxes
4020,Sawyer Martin 250,Male,Position Trading,Stock,PFE,"$-28,700.65",Paper Gain
4021,Oakley Wright,Non-binary,High Frequency Trading,Futures,ETH-PERP,1564.94%,Gross P&L
4022,Casey Scott,Non-binary,High Frequency Trading,Options,MSFT 2025-11-21 P 300,"$176,733.44",Monthly P&L
4023,Rafael Brooks,Male,Statistical Arbitrage,Stock,PEP,"$85,997.88",Daily P&L
4024,Charlotte Long,Female,Position Trading,Stock,SQ,"$82,725.92",Net P&L
4025,Jeremiah Richardson,Male,Scalping,Futures,ETH-PERP,"$113,285.90",Realized Profit
4026,Alice Roberts,Female,Mean Reversion,Stock,V,621.99%,After Fees
4027,Serenity Long,Female,Trend Following,Options,TSLA 2025-10-17 P 250,"$68,367.85",Gross P&L
4028,Aubrey Taylor 429,Female,Pairs Trading,Stock,NKE,"$187,587.56",Paper Gain
4029,Harrison Murphy 845,Male,Pairs Trading,Crypto,DOT,"$-3,580.15",Per Trade Profit
4030,Theodore Anderson,Male,Mean Reversion,Stock,DIS,"$32,779.68",Net P&L
4031,Thomas Robinson,Male,Mean Reversion,Crypto,LINK,"$67,931.77",Realized Profit
4032,Nico Gomez,Non-binary,Quantitative Trading,Stock,PG,1017.78%,Before Fees
4033,Maya Hill,Female,Futures Roll,Stock,NKE,"$116,281.62",Realized Profit
4034,Natalie Clark 75,Female,Algorithmic Trading,Crypto,TRX,719.05%,Return (%)
4035,Elizabeth Mitchell,Female,Momentum Trading,Crypto,DOGE,"$-26,179.55",Per Trade Profit
4036,Rafael Nguyen,Male,Carry Trade,Crypto,ETH,452.99%,Realized Profit
4037,Luna Johnson,Female,Carry Trade,Options,AAPL 2025-12-19 C 180,646.49%,Net of Taxes
4038,Allison Carter,Female,Futures Roll,Futures,CL Nov25,"$182,893.37",Net P&L
4039,Giovanni Ward,Male,Position Trading,Options,AAPL 2025-12-19 C 180,661.09%,Net P&L
4040,Violet Howard,Female,Options Spreads,Futures,NQ Dec25,881.55%,Unrealized Profit
4041,James Myers,Male,Pairs Trading,Stock,BABA,"$25,381.98",Net of Taxes
4042,Quinn Alvarez 557,Female,Options Spreads,Crypto,TRX,1440.69%,Before Fees
4043,Caroline Rogers,Female,Momentum Trading,Stock,NKE,"$93,171.89",Paper Gain
4044,Hazel Ramirez,Female,High Frequency Trading,Stock,SQ,"$72,761.05",Gross P&L
4045,Charlotte Clark,Female,Mean Reversion,Stock,TSLA,"$167,735.93",Return (%)
4046,James Cruz,Male,Algorithmic Trading,Stock,DIS,1959.18%,Daily P&L
4047,Hunter Ramirez,Non-binary,Pairs Trading,Options,MSFT 2025-11-21 P 300,"$130,764.27",After Fees
4048,Landon Williams,Male,Options Spreads,Stock,PG,1962.23%,Return (%)
4049,Liam Gray,Male,Momentum Trading,Futures,GC Dec25,"$198,117.54",Monthly P&L
4050,Maxwell White,Male,Position Trading,Options,TSLA 2025-10-17 P 250,"$181,982.82",Monthly P&L
4051,Savannah Morgan,Female,Carry Trade,Stock,INTC,180.69%,Gross P&L
4052,Grace Kim 212,Female,Pairs Trading,Stock,AAPL,656.32%,Net of Taxes
4053,Terry Reed,Non-binary,Swing Trading,Stock,MRNA,741.86%,Absolute $
4054,Julian Cooper,Male,Position Trading,Stock,BRK.B,"$13,093.63",Gross P&L
4055,Ryan Gutierrez,Male,Scalping,Options,NVDA 2026-01-21 C 350,"$80,213.69",Gross P&L
4056,Terry Hall,Non-binary,Mean Reversion,Stock,JPM,"$168,229.54",Daily P&L
4057,Marcus Mendoza,Male,Day Trading,Stock,MRNA,"$127,580.34",Net P&L
4058,Hazel Watson,Female,Scalping,Futures,ES Dec25,1425.88%,Net of Taxes
4059,Thomas Patel,Male,News Trading,Futures,BTC-PERP,"$14,502.24",Unrealized Profit
4060,Maya Kelly,Female,Position Trading,Crypto,ATOM,"$163,293.21",Net P&L
4061,Kai Baker,Non-binary,Statistical Arbitrage,Crypto,SOL,"$56,917.43",After Fees
4062,Addison Reed,Female,Options Spreads,Stock,KO,"$158,362.28",Gross P&L
4063,Isaac Kim,Male,High Frequency Trading,Stock,HD,1991.34%,Realized Profit
4064,London Hill,Non-binary,Statistical Arbitrage,Stock,KO,303.18%,Net of Taxes
4065,Hadley Morales,Female,News Trading,Options,AAPL 2025-12-19 C 180,-30.37%,Unrealized Profit
4066,Ian Wilson,Male,Day Trading,Stock,ADBE,"$-4,142.83",Net P&L
4067,Isaac Murphy,Male,Scalping,Crypto,SHIB,"$96,256.52",Realized Profit
4068,Maxwell Castillo,Male,Position Trading,Crypto,MATIC,707.39%,Monthly P&L
4069,Hayden Collins,Non-binary,Pairs Trading,Crypto,BTC,1959.62%,Per Trade Profit
4070,Emily Baker,Female,High Frequency Trading,Futures,GC Dec25,"$180,534.38",Absolute $
4071,Kinsley Carter 474,Female,Futures Roll,Crypto,MATIC,"$-40,857.72",Per Trade Profit
4072,James White,Male,Mean Reversion,Crypto,LTC,"$5,930.25",Paper Gain
4073,Evan Roberts,Male,Mean Reversion,Crypto,LTC,1813.46%,Net of Taxes
4074,Quinn Bennett,Non-binary,News Trading,Options,NVDA 2026-01-21 C 350,832.26%,Net P&L
4075,Jeremiah Reyes,Male,Trend Following,Stock,GOOGL,"$104,644.12",Monthly P&L
4076,Dakota Clark,Non-binary,Options Spreads,Crypto,SOL,"$191,602.95",Absolute $
4077,Paisley Rogers,Female,Options Spreads,Crypto,LINK,-26.64%,Weekly P&L
4078,Hadley Cox,Female,Quantitative Trading,Stock,HD,905.58%,Monthly P&L
4079,Gabriella Nguyen,Female,Options Spreads,Options,TSLA 2025-10-17 P 250,"$170,927.02",Realized Profit
4080,Wyatt Martin,Male,Statistical Arbitrage,Stock,PEP,1758.54%,Weekly P&L
4081,Allison Gomez 829,Female,Trend Following,Options,NVDA 2026-01-21 C 350,"$113,955.66",Absolute $
4082,Gabriel Howard 650,Male,Scalping,Stock,DIS,"$160,489.82",Weekly P&L
4083,Violet Cruz,Female,Swing Trading,Futures,CL Nov25,172.39%,Realized Profit
4084,Zoey Cruz 509,Female,Day Trading,Stock,BABA,"$18,223.42",Monthly P&L
4085,Serenity Gomez,Female,Carry Trade,Stock,BRK.B,"$-43,253.61",After Fees
4086,Aubrey Scott,Female,Statistical Arbitrage,Crypto,BTC,"$43,649.37",Before Fees
4087,Bentley Morgan,Male,Algorithmic Trading,Stock,PG,"$101,790.64",Net P&L
4088,Isaiah Hill,Male,Swing Trading,Futures,BTC-PERP,481.06%,Weekly P&L
4089,Luke Collins,Male,Carry Trade,Stock,KO,"$-49,673.01",Absolute $
4090,Alan Price,Male,Trend Following,Stock,AAPL,"$150,541.40",Paper Gain
4091,Cameron Robinson,Male,Options Spreads,Options,MSFT 2025-11-21 P 300,"$172,713.16",Absolute $
4092,Sarah Diaz,Female,Quantitative Trading,Stock,KO,1465.69%,Net P&L
4093,George Moore,Male,Statistical Arbitrage,Futures,NQ Dec25,"$33,918.58",Paper Gain
4094,Jade Ross,Female,Scalping,Crypto,TRX,"$-27,803.02",Paper Gain
4095,Skylar Garcia 496,Female,Trend Following,Options,AAPL 2025-12-19 C 180,"$24,757.43",Before Fees
4096,Adrian Stewart,Male,Algorithmic Trading,Crypto,LTC,"$198,961.24",Monthly P&L
4097,Claire Lopez,Female,Trend Following,Stock,META,"$113,825.19",Gross P&L
4098,Caroline Ortiz 606,Female,Day Trading,Stock,UNH,1813.7%,Per Trade Profit
4099,Sarah Mendoza,Female,Mean Reversion,Stock,MSFT,-39.11%,Absolute $
4100,Caroline Nelson,Female,Swing Trading,Stock,NFLX,"$109,127.23",Daily P&L
4101,Luna Lee,Female,Quantitative Trading,Crypto,ADA,1711.66%,Net of Taxes
4102,Owen Morales,Male,Pairs Trading,Stock,HD,115.15%,Daily P&L
4103,Reese Murphy,Non-binary,Futures Roll,Stock,ADBE,"$179,166.60",Before Fees
4104,Emma Morales 594,Female,Quantitative Trading,Stock,MSFT,663.07%,Realized Profit
4105,Ellie Garcia,Female,Algorithmic Trading,Stock,DIS,1329.53%,Gross P&L
4106,Bentley Wright,Male,Day Trading,Crypto,ADA,"$79,386.15",Weekly P&L
4107,Jack Parker,Male,Pairs Trading,Futures,CL Nov25,-84.8%,Gross P&L
4108,Samantha Taylor,Female,Swing Trading,Stock,ADBE,297.2%,Monthly P&L
4109,Valentina Young,Female,Carry Trade,Options,MSFT 2025-11-21 P 300,"$187,055.78",Absolute $
4110,Kennedy Adams,Female,Carry Trade,Crypto,LINK,1987.08%,Realized Profit
4111,Ariel Kelly,Female,Algorithmic Trading,Futures,ETH-PERP,"$198,962.04",Per Trade Profit
4112,Nicholas Mitchell 448,Male,Trend Following,Stock,NKE,"$104,828.45",Weekly P&L
4113,Colton Campbell 164,Male,Swing Trading,Stock,SQ,1174.81%,Net of Taxes
4114,Brooklyn Carter,Female,Mean Reversion,Stock,AAPL,652.25%,Absolute $
4115,Liam Young,Male,Position Trading,Stock,PYPL,477.87%,Weekly P&L
4116,Chloe Mendoza,Female,Mean Reversion,Stock,SQ,"$-13,507.63",Per Trade Profit
4117,Grace Lopez,Female,Trend Following,Crypto,ATOM,"$23,051.55",Net P&L
4118,Luis Moore,Male,Quantitative Trading,Crypto,SHIB,165.26%,Realized Profit
4119,Logan Ruiz,Male,Swing Trading,Stock,BRK.B,627.84%,Before Fees
4120,Aaron Ramirez,Male,Futures Roll,Futures,CL Nov25,919.37%,After Fees
4121,Gabriella Ortiz,Female,Carry Trade,Futures,NQ Dec25,591.97%,Per Trade Profit
4122,Kai Wilson,Male,Mean Reversion,Stock,AMZN,"$164,890.72",Net P&L
4123,Avery Parker,Female,News Trading,Futures,NQ Dec25,106.78%,Return (%)
4124,Thomas Campbell 664,Male,Scalping,Stock,MA,"$34,611.95",Realized Profit
4125,Evan Thomas,Male,Trend Following,Crypto,DOGE,449.78%,Before Fees
4126,Elizabeth Gray,Female,Pairs Trading,Options,AAPL 2025-12-19 C 180,"$20,431.23",Daily P&L
4127,Riley Adams 756,Male,Momentum Trading,Stock,CRM,505.02%,Daily P&L
4128,Dylan Nelson,Male,Options Spreads,Stock,SQ,"$40,277.97",Weekly P&L
4129,Victor Jimenez,Male,Trend Following,Futures,CL Nov25,"$-30,549.25",Realized Profit
4130,Vivian Moore,Female,Futures Roll,Crypto,LTC,530.05%,Weekly P&L
4131,Peyton Murphy,Female,News Trading,Futures,CL Nov25,"$-5,020.08",Gross P&L
4132,Luna Taylor 224,Female,Pairs Trading,Crypto,SOL,1605.69%,Net P&L
4133,Caroline Ward,Female,Swing Trading,Stock,NFLX,1735.75%,Return (%)
4134,Lillian Peterson,Female,Futures Roll,Options,MSFT 2025-11-21 P 300,1836.25%,Monthly P&L
4135,Skylar Diaz,Female,Trend Following,Stock,ORCL,1283.88%,After Fees
4136,Caleb Campbell,Male,Day Trading,Crypto,DOT,1530.7%,Absolute $
4137,Cole Sanders,Male,Pairs Trading,Options,MSFT 2025-11-21 P 300,"$-11,283.84",Weekly P&L
4138,Dakota Jackson,Non-binary,News Trading,Crypto,MATIC,"$-34,311.57",Gross P&L
4139,Camila Ruiz,Female,Position Trading,Crypto,BNB,"$182,222.21",Monthly P&L
4140,Ryan Torres 985,Male,High Frequency Trading,Stock,INTC,641.7%,Net of Taxes
4141,River Parker,Non-binary,Options Spreads,Options,AAPL 2025-12-19 C 180,1908.25%,Per Trade Profit
4142,Leo James,Male,Options Spreads,Stock,ABNB,"$-36,507.87",Monthly P&L
4143,Willow Ross,Female,Scalping,Stock,KO,"$54,343.79",Daily P&L
4144,Wyatt Hernandez,Male,Trend Following,Stock,HD,1074.23%,Weekly P&L
4145,Nicholas Alvarez,Male,High Frequency Trading,Crypto,XRP,"$88,997.00",Realized Profit
4146,Serenity Mendoza,Female,Options Spreads,Futures,ES Dec25,"$93,938.43",Before Fees
4147,London Hall,Non-binary,Scalping,Crypto,BTC,"$42,951.39",Weekly P&L
4148,Allison Hernandez,Female,Algorithmic Trading,Stock,HD,"$-9,559.15",Gross P&L
4149,Ian Price 196,Male,High Frequency Trading,Crypto,DOGE,1874.91%,Absolute $
4150,Ryder Garcia,Male,High Frequency Trading,Stock,AAPL,"$109,070.38",Before Fees
4151,Damian Rodriguez,Male,Algorithmic Trading,Crypto,XRP,"$20,831.64",After Fees
4152,Delilah Long,Female,Options Spreads,Stock,DIS,"$136,932.80",Gross P&L
4153,Avery Patel,Female,Pairs Trading,Stock,BRK.B,"$-26,823.74",Gross P&L
4154,Wesley Phillips,Male,Carry Trade,Stock,NFLX,"$154,043.02",Gross P&L
4155,Elijah Allen,Male,Algorithmic Trading,Stock,INTC,1506.47%,Weekly P&L
4156,Skylar Evans 247,Female,Trend Following,Stock,KO,"$120,774.84",Before Fees
4157,Stella Wright 626,Female,Quantitative Trading,Crypto,BNB,"$115,937.85",Gross P&L
4158,Hayden Roberts 837,Non-binary,Trend Following,Crypto,SHIB,"$152,593.41",Return (%)
4159,Brooklyn Flores,Female,Carry Trade,Crypto,ADA,"$-11,850.92",Absolute $
4160,Hailey Ross,Female,Quantitative Trading,Stock,INTC,"$188,787.64",Absolute $
4161,Alex Gutierrez,Male,Position Trading,Stock,UBER,1029.33%,Monthly P&L
4162,Joel Jackson,Male,Momentum Trading,Stock,MRNA,"$90,046.23",Paper Gain
4163,Benjamin Lewis,Male,Statistical Arbitrage,Stock,BRK.B,1524.43%,Realized Profit
4164,Casey Clark,Non-binary,Pairs Trading,Crypto,LTC,1977.65%,Return (%)
4165,Hannah Miller,Female,Trend Following,Futures,CL Nov25,"$121,621.52",Return (%)
4166,Genesis James,Female,News Trading,Stock,PEP,866.79%,Absolute $
4167,Olivia Miller,Female,Scalping,Options,NVDA 2026-01-21 C 350,176.71%,Absolute $
4168,Eliana Wood,Female,Carry Trade,Stock,BABA,454.33%,Absolute $
4169,Blair Reyes,Non-binary,Position Trading,Stock,MA,"$58,598.26",Net P&L
4170,Hazel Thompson 45,Female,Scalping,Stock,NVDA,971.21%,After Fees
4171,Riley Gonzalez,Male,Swing Trading,Options,TSLA 2025-10-17 P 250,"$-29,294.48",Net of Taxes
4172,Kai Hall 688,Male,Trend Following,Futures,ES Dec25,"$106,837.38",Net P&L
4173,George Peterson,Male,Scalping,Stock,INTC,1976.67%,Paper Gain
4174,Jade Reed,Female,Statistical Arbitrage,Crypto,ATOM,762.59%,Net P&L
4175,Jeremiah Bennett,Male,Swing Trading,Crypto,DOGE,170.6%,Net P&L
4176,Olivia Phillips,Female,Scalping,Stock,PFE,931.24%,Realized Profit
4177,Jackson Cox,Male,News Trading,Stock,JPM,"$159,648.19",Weekly P&L
4178,Zoe Howard,Female,News Trading,Options,MSFT 2025-11-21 P 300,-56.05%,Monthly P&L
4179,Oliver Price,Male,Options Spreads,Stock,PYPL,"$-21,733.94",Gross P&L
4180,Elias Harris,Male,Day Trading,Stock,ABNB,906.18%,Daily P&L
4181,Luna Lewis 43,Female,Momentum Trading,Stock,AAPL,1954.55%,Unrealized Profit
4182,Ryder Collins,Male,Algorithmic Trading,Stock,KO,131.49%,After Fees
4183,Patrick Martin 46,Male,Momentum Trading,Stock,AMZN,"$12,227.69",Unrealized Profit
4184,Connor Evans,Male,Swing Trading,Stock,ABNB,$311.58,Unrealized Profit
4185,Emerson Baker,Non-binary,Momentum Trading,Crypto,MATIC,"$31,465.81",Return (%)
4186,Landon Moore,Male,Quantitative Trading,Options,TSLA 2025-10-17 P 250,893.45%,Realized Profit
4187,Brooks Green,Male,News Trading,Stock,AAPL,1675.46%,Per Trade Profit
4188,Charlie Morales,Non-binary,Day Trading,Stock,CRM,"$189,233.13",Weekly P&L
4189,Joseph Hernandez 716,Male,Quantitative Trading,Crypto,TRX,"$122,039.01",Net P&L
4190,Zoey Campbell,Female,High Frequency Trading,Options,TSLA 2025-10-17 P 250,1829.99%,Realized Profit
4191,Lucy Wright,Female,Trend Following,Crypto,DOGE,1728.83%,Absolute $
4192,Victor Davis,Male,Algorithmic Trading,Options,NVDA 2026-01-21 C 350,"$-22,931.75",Before Fees
4193,Sebastian Wright,Male,Carry Trade,Stock,ORCL,"$82,080.15",Return (%)
4194,Eliza Nelson,Female,Day Trading,Crypto,XRP,"$-41,369.68",Unrealized Profit
4195,Ariana Rodriguez,Female,Swing Trading,Stock,V,106.91%,Net of Taxes
4196,Anthony Gomez,Male,High Frequency Trading,Crypto,DOGE,"$54,161.90",Weekly P&L
4197,Andrew Morris,Male,Pairs Trading,Crypto,DOT,"$125,139.31",Realized Profit
4198,Victor Cooper,Male,Quantitative Trading,Options,AAPL 2025-12-19 C 180,453.45%,After Fees
4199,Jordan Brooks,Non-binary,Futures Roll,Crypto,ETH,"$191,664.23",Gross P&L
4200,Jacob White 351,Male,Mean Reversion,Crypto,TRX,"$119,990.38",Weekly P&L
4201,Jack Watson,Male,Scalping,Options,MSFT 2025-11-21 P 300,"$160,141.91",Before Fees
4202,Kai Wilson 466,Male,News Trading,Stock,DIS,"$101,076.62",After Fees
4203,Reese Ruiz,Non-binary,Day Trading,Crypto,ADA,45.3%,Realized Profit
4204,Rylee Campbell,Female,Quantitative Trading,Options,AAPL 2025-12-19 C 180,1051.21%,Net P&L
4205,Evelyn Morales,Female,Quantitative Trading,Crypto,ATOM,"$74,891.91",Before Fees
4206,Hazel Castillo,Female,News Trading,Stock,PG,1583.01%,Gross P&L
4207,Emerson Martin 759,Non-binary,News Trading,Stock,META,"$115,986.71",Monthly P&L
4208,Sasha Mitchell,Non-binary,Quantitative Trading,Stock,JPM,"$-46,912.51",Before Fees
4209,Emilia Diaz,Female,Mean Reversion,Stock,PFE,"$95,241.68",Monthly P&L
4210,Elijah Ross,Male,Quantitative Trading,Stock,SQ,1620.07%,Unrealized Profit
4211,Eli Rogers,Male,Position Trading,Options,AAPL 2025-12-19 C 180,"$101,590.98",Weekly P&L
4212,Rafael Smith,Male,Carry Trade,Crypto,ETH,-92.67%,Before Fees
4213,Adrian Miller,Male,Momentum Trading,Stock,META,"$51,554.08",Paper Gain
4214,Aubrey Bennett,Female,Futures Roll,Crypto,LINK,"$72,736.87",After Fees
4215,Abigail Scott,Female,Momentum Trading,Crypto,LTC,963.69%,Unrealized Profit
4216,Caleb Diaz,Male,Quantitative Trading,Crypto,SHIB,"$-42,957.15",After Fees
4217,Brandon Green,Male,Quantitative Trading,Futures,CL Nov25,1082.15%,Unrealized Profit
4218,Blair Martin,Non-binary,Position Trading,Stock,ABNB,673.63%,Net P&L
4219,Reagan Reed,Female,Futures Roll,Futures,ETH-PERP,1434.27%,Weekly P&L
4220,Layla Rivera,Female,News Trading,Stock,NFLX,"$66,743.90",Gross P&L
4221,Rylee Ortiz,Female,Algorithmic Trading,Stock,NFLX,"$-19,838.08",Paper Gain
4222,Anna Sanders,Female,Futures Roll,Stock,ADBE,492.52%,After Fees
4223,Lucy Ward,Female,Trend Following,Futures,ETH-PERP,544.48%,Before Fees
4224,Charles Cox 594,Male,Position Trading,Crypto,SHIB,"$-13,851.17",Realized Profit
4225,Serenity Sanchez,Female,Carry Trade,Stock,PG,"$94,482.47",Paper Gain
4226,Jeremiah Anderson,Male,Options Spreads,Crypto,XRP,1107.91%,Net P&L
4227,Blake Jones,Male,High Frequency Trading,Stock,AMZN,904.62%,Net P&L
4228,Dominic Gomez,Male,Statistical Arbitrage,Crypto,LINK,"$8,855.43",Monthly P&L
4229,Connor Ruiz,Male,Carry Trade,Stock,NVDA,1907.82%,Gross P&L
4230,Luna Anderson,Female,Quantitative Trading,Stock,TSLA,"$116,113.33",Net P&L
4231,Leo Thomas,Male,Mean Reversion,Stock,CRM,188.63%,Net P&L
4232,Dominic Collins,Male,Day Trading,Crypto,DOT,1092.08%,Gross P&L
4233,Isla Mitchell,Female,Trend Following,Options,AAPL 2025-12-19 C 180,"$70,588.88",Per Trade Profit
4234,Eliana Jimenez,Female,Futures Roll,Options,AAPL 2025-12-19 C 180,"$-31,458.97",Paper Gain
4235,Grace Hill,Female,News Trading,Crypto,ADA,"$181,248.11",Unrealized Profit
4236,Caleb Murphy,Male,Momentum Trading,Stock,ABNB,864.8%,Realized Profit
4237,Ruby Jones,Female,Quantitative Trading,Crypto,ADA,"$163,660.78",After Fees
4238,Savannah White,Female,Algorithmic Trading,Options,NVDA 2026-01-21 C 350,"$-24,895.01",Before Fees
4239,Kaden Collins 6,Male,Trend Following,Options,NVDA 2026-01-21 C 350,"$93,157.51",Gross P&L
4240,Rowan Chavez,Male,Position Trading,Futures,CL Nov25,"$129,213.48",Realized Profit
4241,George Morales,Male,Statistical Arbitrage,Crypto,XRP,"$-1,762.15",Gross P&L
4242,Aria Anderson,Female,Position Trading,Futures,ES Dec25,1579.36%,Before Fees
4243,Leilani Ward 427,Female,Position Trading,Crypto,XRP,"$-11,094.11",Monthly P&L
4244,Gabriella Young,Female,Algorithmic Trading,Stock,UNH,"$149,143.65",Per Trade Profit
4245,Michael Adams,Male,Algorithmic Trading,Crypto,BTC,"$42,357.82",Realized Profit
4246,Paisley Torres,Female,Quantitative Trading,Options,TSLA 2025-10-17 P 250,"$158,042.44",Return (%)
4247,Kendall Turner,Non-binary,Mean Reversion,Futures,ES Dec25,1644.11%,Return (%)
4248,Bella Richardson,Female,Momentum Trading,Crypto,SOL,1096.19%,Realized Profit
4249,Abigail Long,Female,Pairs Trading,Stock,ORCL,"$46,230.29",Realized Profit
4250,Frankie Baker,Non-binary,Statistical Arbitrage,Options,NVDA 2026-01-21 C 350,1413.56%,Realized Profit
4251,Giovanni Young,Male,Scalping,Futures,BTC-PERP,"$94,522.46",Weekly P&L
4252,Josiah Harris 347,Male,Scalping,Stock,JPM,-99.04%,Paper Gain
4253,Brandon Wilson 501,Male,Quantitative Trading,Stock,AMZN,"$176,361.51",Return (%)
4254,Alex Hernandez,Male,Trend Following,Crypto,ATOM,"$-2,063.75",Per Trade Profit
4255,Josiah Campbell,Male,Momentum Trading,Crypto,BTC,"$195,130.98",Net of Taxes
4256,Harper Nelson,Female,Trend Following,Futures,ETH-PERP,"$59,811.20",Net of Taxes
4257,Leo Sanders,Male,Swing Trading,Stock,TSLA,273.13%,Weekly P&L
4258,Joseph Perez,Male,Position Trading,Stock,CRM,115.55%,Gross P&L
4259,Rowan Cox,Male,Pairs Trading,Stock,GOOGL,"$-48,290.04",Unrealized Profit
4260,Evan Campbell,Male,Algorithmic Trading,Crypto,MATIC,"$21,127.44",Paper Gain
4261,Mateo Smith,Male,Day Trading,Futures,NQ Dec25,"$25,492.69",Realized Profit
4262,Cole Cook,Male,Pairs Trading,Crypto,DOGE,"$194,923.17",Before Fees
4263,Kai Phillips,Non-binary,Scalping,Stock,V,208.44%,Paper Gain
4264,Payton Thomas,Non-binary,Futures Roll,Stock,PG,586.59%,Net of Taxes
4265,Remy Flores,Non-binary,Position Trading,Futures,ETH-PERP,1929.99%,Net P&L
4266,Rylee Anderson 575,Female,Position Trading,Crypto,ATOM,"$-34,590.92",Return (%)
4267,Grace Wilson,Female,Mean Reversion,Stock,PEP,395.23%,Paper Gain
4268,Vivian Johnson,Female,Carry Trade,Crypto,SOL,"$185,667.39",After Fees
